president,num_rel,num_abs,year,exec_order_signed_date,title
John F. Kennedy,39,10952,1961,"July 20, 1961",Assigning civil defense responsibilities to the Secretary of Defense and others
John F. Kennedy,40,10953,1961,"July 20, 1961",Creating an emergency board to investigate a dispute between the Southern Pacific Company (Pacific Lines) and certain of its employees
John F. Kennedy,41,10954,1961,"July 26, 1961","Amendment of Executive Order 10906, authorizing inspection of certain tax returns"
John F. Kennedy,42,10955,1961,"July 31, 1961",Administration of assistance in the development of Latin America and in the reconstruction of Chile
John F. Kennedy,43,10956,1961,"August 10, 1961","Amendment of Executive Order No. 10841, relating to international cooperation under the Atomic Energy Act of 1954, as amended"
John F. Kennedy,44,10957,1961,"August 10, 1961",Assigning authority with respect to ordering persons and units in the Ready Reserve to active duty and with respect to the extension of enlistments and other periods of service in the Armed Forces
John F. Kennedy,45,10958,1961,"August 14, 1961",Delegating functions with respect to civil defense stockpiles of medical supplies and equipment and food
John F. Kennedy,46,10959,1961,"August 17, 1961",Authorizing the appointment of Mr. Maurice L. Kowal to a competitive position without regard to the civil service rules and regulations
John F. Kennedy,47,10960,1961,"August 21, 1961","Amendment of Executive Order No. 10530, providing for the performance of certain functions vested in or subject to the approval of the President"
John F. Kennedy,48,10961,1961,"August 21, 1961",Providing procedures for the award of the National Medal of Science
John F. Kennedy,49,10962,1961,"August 23, 1961",Inspection of tax returns by the Advisory Commission on Intergovernmental Relations
John F. Kennedy,50,10963,1961,"September 1, 1961","Creating an emergency board to investigate disputes between the Pullman Company and the Chicago, Milwaukee, St. Paul & Pacific Railroad Company and certain of their employees"
John F. Kennedy,51,10964,1961,"September 20, 1961",Amendment to Executive Order 10501—Safeguarding official information in the interests of the defense of the United States
John F. Kennedy,52,10965,1961,"October 5, 1961","Creating an emergency board to investigate a dispute between the Trans World Airlines, Inc., and certain of its employees"
John F. Kennedy,53,10966,1961,"October 10, 1961","Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives"
John F. Kennedy,54,10967,1961,"October 10, 1961",Administration of Palmyra Island
John F. Kennedy,55,10968,1961,"October 10, 1961","Amendment of Executive Order No. 10858, relating to the President's Committee for Traffic Safety"
John F. Kennedy,56,10969,1961,"October 11, 1961",Creating an emergency board to investigate a dispute between the Reading Company and certain of its employees
John F. Kennedy,57,10970,1961,"October 27, 1961",Delegating certain authority of the President to establish maximum per diem rates for Government personnel in travel status
John F. Kennedy,58,10971,1961,"November 1, 1961","Creating an emergency board to investigate a dispute between Trans World Airlines, Inc., and certain of its employees"
John F. Kennedy,59,10972,1961,"November 3, 1961","Administration of the Agricultural Trade Development and Assistance Act of 1954, as amended"
John F. Kennedy,60,10973,1961,"November 3, 1961",Administration of foreign assistance and related functions
John F. Kennedy,61,10974,1961,"November 8, 1961",Establishing the President's Commission on Campaign Costs
John F. Kennedy,62,10975,1961,"November 10, 1961","Creating an emergency board to investigate a dispute between Pan American World Airways, Inc., and certain of its employees"
John F. Kennedy,63,10976,1961,"November 15, 1961",Suspension of the eight-hour law as to laborers and mechanics employed by the National Aeronautics and Space Administration
John F. Kennedy,64,10977,1961,"December 4, 1961",Establishing the Armed Forces Expeditionary Medal
John F. Kennedy,65,10978,1961,"December 5, 1961",Establishing Presidential awards for significant contributions to the export expansion program
John F. Kennedy,66,10979,1961,"December 12, 1961","Amendment of Executive Order No. 10717, establishing the President's Award for Distinguished Federal Civilian Service"
John F. Kennedy,67,10980,1961,"December 14, 1961",Establishing the President's Commission on the Status of Women
John F. Kennedy,68,10981,1961,"December 28, 1961","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on the Judiciary"
John F. Kennedy,69,10982,1961,"December 25, 1961","Administration of the Act of September 26, 1961, relating to evacuation payments, assignments, and allotments, and other matters"
John F. Kennedy,70,10983,1961,"December 30, 1961","Designating the Caribbean Organization as a public international organization entitled to enjoy certain privileges, exemptions, and immunities"
John F. Kennedy,71,10984,1962,"January 5, 1962",Amending the Selective Service Regulations
John F. Kennedy,72,10985,1962,"January 12, 1962","Amendment of Executive Order No. 10501, relating to safeguarding official information in the interests of the defense of the United States"
John F. Kennedy,73,10986,1962,"January 12, 1962","Amendment of Executive Order No. 10898, Establishing the Interdepartmental Highway Safety Board"
John F. Kennedy,74,10987,1962,"January 17, 1962",Agency systems for appeals from adverse actions
John F. Kennedy,75,10988,1962,"January 17, 1962",Employee-management cooperation in the Federal service
John F. Kennedy,76,10989,1962,"January 22, 1962","Amendment of Executive Order No. 10168, of October 11, 1950, as amended, prescribing regulations relating to the right of enlisted members of the uniformed services to additional pay for sea and foreign duty"
John F. Kennedy,77,10990,1962,"February 2, 1962",Reestablishing the Federal Safety Council
John F. Kennedy,78,10991,1962,"February 6, 1962","Making a change with respect to the membership of the Commission established by Executive Order No. 10929, relating to a controversy between certain carriers and certain of their employees"
John F. Kennedy,79,10992,1962,"February 9, 1962",Redefining the boundaries of the Caribbean National Forest—Puerto Rico
John F. Kennedy,80,10993,1962,"February 9, 1962",Consolidating the Hiawatha and Marquette National Forests (Michigan) and correcting the land descriptions of Nebraska National Forest (Nebraska) and Wasatch National Forest (Utah)
John F. Kennedy,81,10994,1962,"February 14, 1962",The President's Committee on Employment of the Handicapped
John F. Kennedy,82,10995,1962,"February 16, 1962",Assigning telecommunications management functions
John F. Kennedy,83,10996,1962,"February 16, 1962","Promulgating regulations concerning withholding of compensation of civilian employees of the National Guard for State and State-sponsored employee retirement, disability, or death benefits programs"
John F. Kennedy,84,10997,1962,"February 16, 1962",Assigning emergency preparedness functions to the Secretary of the Interior
John F. Kennedy,85,10998,1962,"February 16, 1962",Assigning emergency preparedness functions to the Secretary of Agriculture
John F. Kennedy,86,10999,1962,"February 16, 1962",Assigning emergency preparedness functions to the Secretary of Commerce
John F. Kennedy,87,11000,1962,"February 16, 1962",Assigning emergency preparedness functions to the Secretary of Labor
John F. Kennedy,88,11001,1962,"February 16, 1962","Assigning emergency preparedness functions to the Secretary of Health, Education, and Welfare"
John F. Kennedy,89,11002,1962,"February 16, 1962",Assigning emergency preparedness functions to the Postmaster General
John F. Kennedy,90,11003,1962,"February 16, 1962",Assigning emergency preparedness functions to the Administrator of the Federal Aviation Agency
John F. Kennedy,91,11004,1962,"February 16, 1962",Assigning certain emergency preparedness functions to the Housing and Home Finance Administrator
John F. Kennedy,92,11005,1962,"February 16, 1962",Assigning emergency preparedness functions to the Interstate Commerce Commission
John F. Kennedy,93,11006,1962,"February 22, 1962","Creating an emergency board to investigate a dispute between Eastern Air Lines, Inc., and certain of its employees"
John F. Kennedy,94,11007,1962,"February 26, 1962",Prescribing regulations for the formation and use of advisory committees
John F. Kennedy,95,11008,1962,"March 3, 1962",Creating an emergency board to investigate dispute between the Akron & Barberton Belt Railroad Company and other carriers and certain of their employees
John F. Kennedy,96,11009,1962,"March 16, 1962","Amending the Manual for Courts-Martial, United States, 1951, to implement section 923a of Title 10, United States Code, relating to prosecution of bad check offenses"
John F. Kennedy,97,11010,1962,"March 19, 1962","Amending Executive Order No. 10713, relating to the administration of the Ryukyu Islands"
John F. Kennedy,98,11011,1962,"March 20, 1962","Creating an emergency board to investigate a dispute between the Trans World Airlines, Inc., and certain of its employees"
John F. Kennedy,99,11012,1962,"March 27, 1962",Providing for the performance of certain functions under sections 1(a) and 1(b) of the Administrative Expenses Act of 1946
John F. Kennedy,100,11013,1962,"April 7, 1962",Creating a board of inquiry to report on a labor dispute affecting the maritime industry of the United States
John F. Kennedy,101,11014,1962,"April 17, 1962",Delegating to the Secretary of Commerce functions with respect to participation of the United States in the New York World's Fair
John F. Kennedy,102,11015,1962,"April 23, 1962","Creating an emergency board to investigate disputes between the Chicago and North Western Railway Company, the former Chicago, St. Paul, Minneapolis and Omaha Railway Company, now a part of the Chicago and North Western Railway Company by merger, and certain of their employees"
John F. Kennedy,103,11016,1962,"April 25, 1962",Authorizing award of the Purple Heart
John F. Kennedy,104,11017,1962,"April 27, 1962",Providing for coordination with respect to outdoor recreation resources and establishing the Recreation Advisory Council
John F. Kennedy,105,11018,1962,"April 27, 1962",Increasing from three to four the number of Vice Chairmen of the President's Committee on Employment of the Handicapped
John F. Kennedy,106,11019,1962,"April 27, 1962",Amending Executive Order No. 10873 to provide for an exception to the Inter-American Development Bank's Immunity from suit specified in the International Organizations Immunities Act
John F. Kennedy,107,11020,1962,"May 7, 1962","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Armed Services"
John F. Kennedy,108,11021,1962,"May 7, 1962",Administration of the Trust Territory of the Pacific Islands by the Secretary of the Interior
John F. Kennedy,109,11022,1962,"May 14, 1962",Establishing this President's Council on Aging
John F. Kennedy,110,11023,1962,"May 28, 1962",Providing for the performance by the Secretary of Commerce of certain functions relating to the Coast and Geodetic Survey
John F. Kennedy,111,11024,1962,"June 4, 1962",Exemption of Alan T. Waterman from compulsory retirement for age
John F. Kennedy,112,11025,1962,"June 7, 1962",Creating a Board of Inquiry to report on a labor dispute affecting the aircraft industry of the United States
John F. Kennedy,113,11026,1962,"June 8, 1962","Amendment of Executive Order No. 11025, creating a Board of Inquiry to report on a labor dispute affecting the aircraft industry of the United States"
John F. Kennedy,114,11027,1962,"June 8, 1962",Creating an emergency board to investigate a dispute between the New York Central Railroad Company System and the Pittsburgh and Lake Erie Railroad Company and certain of their employees
John F. Kennedy,115,11028,1962,"June 9, 1962",Transferring lands between the Clark and Mark Twain National Forests (Missouri) and adding certain lands to the Hiawatha National Forest (Michigan)
John F. Kennedy,116,11029,1962,"June 13, 1962","Amendment of Executive Order No. 11025, creating a Board of Inquiry to report on a labor dispute affecting the aircraft industry of the United States"
John F. Kennedy,117,11030,1962,"June 15, 1962","Preparation, presentation, filing, and publication of Executive Orders and Proclamations"
John F. Kennedy,118,11031,1962,"June 19, 1962",Quetico-Superior Committee
John F. Kennedy,119,11032,1962,"June 19, 1962","Amendment of Executive Order No. 5952 of November 23, 1932, as amended, prescribing the Army ration"
John F. Kennedy,120,11033,1962,"June 20, 1962","Creating an emergency board to investigate disputes between the American Airlines, Inc., and certain of its employees"
John F. Kennedy,121,11034,1962,"June 25, 1962",Administration of the Mutual Educational and Cultural Exchange Act of 1961
John F. Kennedy,122,11035,1962,"July 9, 1962",Management of Federal office space
John F. Kennedy,123,11036,1962,"July 11, 1962","Administration of the Agricultural Trade Development and Assistance Act of 1954, as amended"
John F. Kennedy,124,11037,1962,"July 20, 1962","Amendment of section 12 of Executive Order No. 6260 of August 28, 1933, as amended"
John F. Kennedy,125,11038,1962,"July 23, 1962","Continuing in effect Executive Order No. 10945 of May 24, 1961, relating to the administration of the Export Control Act of 1949, as amended"
John F. Kennedy,126,11039,1962,"August 3, 1962",Extension of the President's Commission on Campaign Costs
John F. Kennedy,127,11040,1962,"August 6, 1962",Creating an emergency board to investigate dispute between the Belt Railway Company of Chicago and certain of its employees
John F. Kennedy,128,11041,1962,"August 6, 1962",Continuance and administration of the Peace Corps in the Department of State
John F. Kennedy,129,11042,1962,"August 10, 1962",Creating an emergency board to investigate a dispute between the Southern Pacific Company (Pacific Lines) and certain of its employees
John F. Kennedy,130,11043,1962,"August 14, 1962","Creating an emergency board to investigate dispute between the Pan American World Airways, Inc. and certain of its employees"
John F. Kennedy,131,11044,1962,"August 20, 1962",Interagency Coordination of Arms Control and Disarmament Matters
John F. Kennedy,132,11045,1962,"August 21, 1962",Discontinuing the Guam Island Naval Defensive Sea Area and Guam Island Naval Airspace Reservation
John F. Kennedy,133,11046,1962,"August 24, 1962",Authorizing Award of the Bronze Star Medal
John F. Kennedy,134,11047,1962,"August 28, 1962",Delegating Certain Authority to the Secretary of Defense and the Administrator of the Federal Aviation Agency
John F. Kennedy,135,11048,1962,"September 4, 1962",Administration of Wake Island and Midway Island
John F. Kennedy,136,11049,1962,"September 14, 1962",Providing for the carrying out of the Public Works Acceleration Act
John F. Kennedy,137,11050,1962,"September 14, 1962",Creating an emergency board to investigate disputes between the REA Express and certain of its employees
John F. Kennedy,138,11051,1962,"September 27, 1962",Prescribing responsibilities of the Office of Emergency Planning in the Executive Office of the President
John F. Kennedy,139,11052,1962,"September 28, 1962",Cotton textiles and cotton textile products
John F. Kennedy,140,11053,1962,"September 30, 1962",Providing assistance for the removal of unlawful obstructions of justice in the State of Mississippi
John F. Kennedy,141,11054,1962,"October 1, 1962",Creating a Board of Inquiry to report on certain labor disputes affecting the maritime industry of the United States
John F. Kennedy,142,11055,1962,"October 9, 1962",Inspection of income tax returns by the House Select Committee on Small Business
John F. Kennedy,143,11056,1962,"October 11, 1962",Assigning to the Civil Service Commission certain authority with respect to Federal salaries
John F. Kennedy,144,11057,1962,"October 18, 1962",Authorization for the communication of restricted data by the Department of State
John F. Kennedy,145,11058,1962,"October 23, 1962",Assigning authority with respect to ordering persons and units in the Ready Reserve to active duty and with respect to extension of enlistments and other periods of service in the armed forces
John F. Kennedy,146,11059,1962,"October 23, 1962","Designating public international organizations entitled to enjoy certain privileges, exemptions, and immunities"
John F. Kennedy,147,11060,1962,"November 7, 1962",Prescribing certain regulations and delegating to the Attorney General certain authority of the President to prescribe other regulations relating to the recovery from tortiously liable third persons of the cost of hospital and medical care and treatment furnished by the United States
John F. Kennedy,148,11061,1962,"November 8, 1962",Mrs. Anna Eleanor Roosevelt
John F. Kennedy,149,11062,1962,"November 19, 1962","Amendment of Executive Order No. 10480, relating to the administration of the Defense Mobilization Program, so as to designate the Department of Defense as a loan guaranteeing agency"
John F. Kennedy,150,11063,1962,"November 20, 1962",Equal opportunity in housing
John F. Kennedy,151,11064,1962,"November 21, 1962","Excusing Federal employees from duty on December 24, 1962"
John F. Kennedy,152,11065,1962,"November 21, 1962","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Foreign Relations"
John F. Kennedy,153,11066,1962,"November 27, 1962","Including certain tracts of land in the Cherokee and Jefferson National Forests, in Tennessee and Virginia"
John F. Kennedy,154,11067,1962,"November 27, 1962","Including certain tracts of land in the Nantahala and Cherokee National Forests, respectively"
John F. Kennedy,155,11068,1962,"November 28, 1962","Creating a board of inquiry to report on a labor dispute affecting the ballistics missile, space vehicle and military aircraft industry"
John F. Kennedy,156,11069,1962,"November 28, 1962",Amending Executive Order No. 11017 so as to designate the Secretary of Commerce as a member of the Recreation Advisory Council
John F. Kennedy,157,11070,1962,"December 12, 1962","Amendment of the list of communicable diseases contained in Executive Order No. 9708 of March 26, 1946, as amended by Executive Order No. 10532 of May 28, 1954"
John F. Kennedy,158,11071,1962,"December 27, 1962",Designation of certain foreign countries as economically less developed countries for purposes of the Revenue Act of 1962
John F. Kennedy,159,11072,1962,"December 28, 1962",Extending the exterior boundaries of the Superior National Forest in Minnesota and the Clark National Forest in Missouri
John F. Kennedy,160,11073,1963,"January 2, 1963",Providing for Federal Salary Administration
John F. Kennedy,161,11074,1963,"January 8, 1963",Establishing the President's Council on Physical Fitness
John F. Kennedy,162,11075,1963,"January 15, 1963",Administration of the Trade Expansion Act of 1962
John F. Kennedy,163,11076,1963,"January 15, 1963",Establishing the President's Advisory Commission on Narcotic and Drug Abuse
John F. Kennedy,164,11077,1963,"January 22, 1963",Administration of the Migration and Refugee Assistance Act of 1962
John F. Kennedy,165,11078,1963,"January 23, 1963","Creating a Board of Inquiry to Report On a Labor Dispute Affecting the Ballistics Missile, Space Vehicle and Military Aircraft Industry"
John F. Kennedy,166,11079,1963,"January 25, 1963","Providing for the prescribing of regulations under which members of the armed forces and others may accept fellowships, scholarships or grants"
John F. Kennedy,167,11080,1963,"January 29, 1963","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Foreign Relations"
John F. Kennedy,168,11081,1963,"January 29, 1963","Amending the Manual for Courts-Martial, United States, 1951, to implement section 815 of title 10, United States Code, relating to nonjudicial punishment"
John F. Kennedy,169,11082,1963,"February 4, 1963","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations"
John F. Kennedy,170,11083,1963,"February 6, 1963","Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives"
John F. Kennedy,171,11084,1963,"February 15, 1963","Amending Executive Order No. 10995, relating to telecommunications"
John F. Kennedy,172,11085,1963,"February 22, 1963",The Presidential Medal of Freedom
John F. Kennedy,173,11086,1963,"February 26, 1963",Amendment of Executive Order No. 10587 relating to the administration of section 32(h) of the Trading with the Enemy Act
John F. Kennedy,174,11087,1963,"February 26, 1963",Assigning emergency preparedness functions to the Secretary of State
John F. Kennedy,175,11088,1963,"February 26, 1963",Assigning emergency preparedness functions to the Secretary of the Treasury
John F. Kennedy,176,11089,1963,"February 26, 1963",Assigning emergency preparedness functions to the Atomic Energy Commission
John F. Kennedy,177,11090,1963,"February 26, 1963",Assigning emergency preparedness functions to the Civil Aeronautics Board
John F. Kennedy,178,11091,1963,"February 26, 1963",Assigning emergency preparedness functions to the Civil Service Commission
John F. Kennedy,179,11092,1963,"February 26, 1963",Assigning emergency preparedness functions to the Federal Communications Commission
John F. Kennedy,180,11093,1963,"February 26, 1963",Assigning emergency preparedness functions to the Administrator of General Services
John F. Kennedy,181,11094,1963,"February 26, 1963",Assigning emergency preparedness functions to: The Board of Governors of the Federal Reserve System; The Federal Home Loan Bank Board; The Farm Credit Administration; The Export-Import Bank of Washington; The Board of Directors of the Federal Deposit Insurance Corporation; The Securities and Exchange Commission; The Administrator of the Small Business Administration; and The Administrator of Veterans Affairs
John F. Kennedy,182,11095,1963,"February 26, 1963",Assigning emergency preparedness functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation
John F. Kennedy,183,11096,1963,"February 28, 1963",Establishing a seal for the United States Civil Service Commission
John F. Kennedy,184,11097,1963,"February 28, 1963","Amendment of Executive Order No. 10501, as amended, relating to authority for the original classification of defense information and material"
John F. Kennedy,185,11098,1963,"March 14, 1963",Amending the Selective Service regulations
John F. Kennedy,186,11099,1963,"March 14, 1963","Inspection of income, estate, and gift tax returns by the House of Committee on Public Works"
John F. Kennedy,187,11100,1963,"March 30, 1963",Establishing the President's Commission on Registration and Voting Participation
John F. Kennedy,188,11101,1963,"April 3, 1963","Creating an emergency board to investigate disputes between the carriers represented by the Eastern, Western, and Southwestern Carriers' Conference Committees and certain of their employees"
John F. Kennedy,189,11102,1963,"April 4, 1963",Inspection of returns by possessions of the United States
John F. Kennedy,190,11103,1963,"April 10, 1963",Providing for the appointment of former Peace Corps volunteers to the civilian career services
John F. Kennedy,191,11104,1963,"April 12, 1963",U.S.S. Thresher
John F. Kennedy,192,11105,1963,"April 18, 1963",Transferring to the Housing and Home Finance Administrator certain functions of the Atomic Energy Commission under the Atomic Energy Community Act of 1955
John F. Kennedy,193,11106,1963,"April 18, 1963",Providing for the administration of the trade agreements program and related matters
John F. Kennedy,194,11107,1963,"April 25, 1963",Administration of Alaska railroads
John F. Kennedy,195,11108,1963,"May 22, 1963","Delegating authority under the International Wheat Agreement Act of 1949, as amended, to the Secretary of Agriculture"
John F. Kennedy,196,11109,1963,"May 27, 1963","Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Un-American Activities, House of Representatives"
John F. Kennedy,197,11110,1963,"June 4, 1963","Amendment of Executive Order No. 10289, as amended, relating to the performance of certain functions affecting the Department of the Treasury"
John F. Kennedy,198,11111,1963,"June 11, 1963",Providing assistance for the removal of obstructions of justice and suppression of unlawful combinations within the State of Alabama
John F. Kennedy,199,11112,1963,"June 12, 1963",Establishing the President's Advisory Council on the Arts
John F. Kennedy,200,11113,1963,"June 13, 1963","Amendment of Executive Order No. 11075, as amended, relating to the administration of the trade agreements program"
John F. Kennedy,201,11114,1963,"June 22, 1963",Extending the authority of the President's Committee on Equal Employment Opportunity
John F. Kennedy,202,11115,1963,"July 4, 1963","Creating an emergency board to investigate disputes between the Pullman Company, the Chicago, Rock Island & Pacific Railroad Company, the New York Central System, and the Soo Line Railroad Company and certain of their employees"
John F. Kennedy,203,11116,1963,"August 5, 1963",Prescribing rates of charges for certain hospitalization and dispensary services and delegating authority to prescribe such rates
John F. Kennedy,204,11117,1963,"August 13, 1963",Establishing an Interagency Committee on International Athletics
John F. Kennedy,205,11118,1963,"September 10, 1963",Providing Assistance for Removal of Unlawful Obstructions of Justice in the State of Alabama
John F. Kennedy,206,11119,1963,"September 10, 1963",Amending the Selective Service regulations
John F. Kennedy,207,11120,1963,"October 2, 1963","Amendment of Executive Order No. 10152, relating to incentive pay for hazardous duty, Executive Order No. 10168, relating to pay for sea duty and duty at certain places, and Executive Order No. 10204, relating to basic allowances for quarters"
John F. Kennedy,208,11121,1963,"October 9, 1963","Creating an emergency board to investigate a dispute between the United Air Lines, Inc., and certain of its employees"
John F. Kennedy,209,11122,1963,"October 16, 1963",Establishing the Rural Development Committee
John F. Kennedy,210,11123,1963,"October 18, 1963","Amendment of Executive Order No. 10853, relating to various allowances to certain Government personnel on foreign duty"
John F. Kennedy,211,11124,1963,"October 28, 1963",Enlarging the membership of the President's Advisory Council on the Arts
John F. Kennedy,212,11125,1963,"October 29, 1963","Delegating authority of the President under sections 205 and 208 of Title 18 of the United States Code, relating to conflicts of interest"
John F. Kennedy,213,11126,1963,"November 1, 1963",Establishing a committee and a council relating to the status of women
John F. Kennedy,214,11127,1963,"November 9, 1963",Creating an emergency board to investigate a dispute between the Florida East Coast Railway Company and certain of its employees
Lyndon B. Johnson,1,11128,1963,"November 23, 1963","Closing Government Departments and Agencies on November 25, 1963"
Lyndon B. Johnson,2,11129,1963,"November 29, 1963","Designating Certain Facilities of the National Aeronautics and Space Administration and of the Department of Defense, in the State of Florida, as the John F. Kennedy Space Center"
Lyndon B. Johnson,3,11130,1963,"November 29, 1963",Appointing a Commission to Report Upon the Assassination of President John F. Kennedy
Lyndon B. Johnson,4,11131,1963,"December 11, 1963","Creating an Emergency Board to Investigate Disputes Between the Braniff Airways, Inc., Continental Airlines, Inc., Eastern Air Lines, Inc., National Airlines, Inc., Northwest Airlines, Inc., and Trans World Airlines, Inc., and Certain of Their Employees"
Lyndon B. Johnson,5,11132,1963,"December 12, 1963",Establishing the Interagency Committee on Export Expansion
Lyndon B. Johnson,6,11133,1963,"December 17, 1963","Inspection of Income, Estate, and Gift Tax Returns by the Senate Committee on Rules and Administration"
Lyndon B. Johnson,7,11134,1963,"December 20, 1963",Extension of the President's Commission on Registration and Voting Participation
Lyndon B. Johnson,8,11135,1964,"January 3, 1964","Creating an emergency board to investigate disputes between the carriers represented by the Eastern, Western and Southeastern Carriers' Conference Committee, and certain of their employees"
Lyndon B. Johnson,9,11136,1964,"January 3, 1964",Establishing the President's Committee on Consumer Interstate and the Consumer Advisory Council
Lyndon B. Johnson,10,11137,1964,"January 7, 1964",Relating to certain allowances and benefits for civilian employees of nonappropriated fund instrumentalities of the Armed Forces
Lyndon B. Johnson,11,11138,1964,"January 7, 1964","Modifying Executive Order No., as amended by Executive Order No. 10103, providing for the transfer of personnel to certain public international organizations"
Lyndon B. Johnson,12,11139,1964,"January 7, 1964",Authorizing acceptance of the United Nations Medal and Service Ribbon
Lyndon B. Johnson,13,11140,1964,"January 30, 1964",Delegating certain functions of the President relating to the Public Health Service
Lyndon B. Johnson,14,11141,1964,"February 12, 1964",Declaring a public policy against discriminating on the basis of age
Lyndon B. Johnson,15,11142,1964,"February 12, 1964",Prescribing regulations governing the allowance of travel expenses of claimants and beneficiaries of the Veterans' Administration and their attendants
Lyndon B. Johnson,16,11143,1964,"March 2, 1964",Public Advisory Committee for Trade Negotiations
Lyndon B. Johnson,17,11144,1964,"March 5, 1964",Establishing the Temporary Alaska Claims Commission
Lyndon B. Johnson,18,11145,1964,"March 7, 1964",Providing for a Curator of the White House and establishing a Committee for the Preservation of the White House
Lyndon B. Johnson,19,11146,1964,"March 13, 1964","Amendment of Executive Order No. 10204, prescribing regulations governing the payment of basic allowances for quarters"
Lyndon B. Johnson,20,11147,1964,"March 17, 1964",Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees
Lyndon B. Johnson,21,11148,1964,"March 23, 1964",Designating the Secretary of the Interior as a member of the Interagency Committee on Export Expansion
Lyndon B. Johnson,22,11149,1964,"April 1, 1964",Establishing the President's Advisory Committee on Supersonic Transport
Lyndon B. Johnson,23,11150,1964,"April 2, 1964",Establishing the Federal Reconstruction and Development Planning Commission for Alaska
Lyndon B. Johnson,24,11151,1964,"April 8, 1964","Suspension of the provisions of section 5770 of Title 10, United States Code, relating to promotion of certain officers of the regular Navy"
Lyndon B. Johnson,25,11152,1964,"April 15, 1964",Establishing the President's Committee on Manpower
Lyndon B. Johnson,26,11153,1964,"April 17, 1964","Inspection of income, estate, and gift tax returns by the Senate Committee on the Judiciary"
Lyndon B. Johnson,27,11154,1964,"May 8, 1964",Exemption of J. Edgar Hoover from compulsory retirement for age
Lyndon B. Johnson,28,11155,1964,"May 23, 1964",Providing for the recognition of certain students as Presidential Scholars
Lyndon B. Johnson,29,11156,1964,"June 17, 1964",Establishing a Maritime Advisory Committee
Lyndon B. Johnson,30,11157,1964,"June 22, 1964","Prescribing regulations relating to incentive pay for hazardous duty, special pay for sea duty and duty at certain places, basic allowances for subsistence, and basic allowances for quarters"
Lyndon B. Johnson,31,11158,1964,"June 22, 1964","Designating the Attorney General as the officer authorized to administer the provisions of the Austrian Assets Agreement of January 30, 1959"
Lyndon B. Johnson,32,11159,1964,"June 23, 1964","Amendment of No. 11143, relating to the Public Advisory Committee for Trade Negotiations"
Lyndon B. Johnson,33,11160,1964,"July 6, 1964",Prescribing regulations relating to medical care for retired ships' officers and members of crews of vessels of the Coast and Geodetic Survey and dependents of active and retired ships' officers and crew members
Lyndon B. Johnson,34,11161,1964,"July 7, 1964",Relating to certain relationships between the Department of Defense and the Federal Aviation Agency
Lyndon B. Johnson,35,11162,1964,"July 28, 1964",Adding the Postmaster General to the membership of the President's Committee on Equal Employment Opportunity
Lyndon B. Johnson,36,11163,1964,"July 28, 1964","Including a certain tract of land of Fannin County, Georgia, in the Chattahoochee National Forest"
Lyndon B. Johnson,37,11164,1964,"August 1, 1964","Amending Executive Order No. 10530, relating to the performance by the Director of the Bureau of the Budget of certain functions vested in the President"
Lyndon B. Johnson,38,11165,1964,"August 15, 1964","Setting aside for the use of the United States certain public lands and other public property located at the Fort Shafter Military Reservation, Hawaii"
Lyndon B. Johnson,39,11166,1964,"August 15, 1964","Setting aside for the use of the United States certain public lands and other public property located at the Makua Military Reservation, Hawaii"
Lyndon B. Johnson,40,11167,1964,"August 15, 1964","Setting aside for the use of the United States certain public lands and other public property located at the Pohakuloa Training Area, Hawaii"
Lyndon B. Johnson,41,11168,1964,"August 18, 1964",Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees
Lyndon B. Johnson,42,11169,1964,"August 18, 1964",Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees
Lyndon B. Johnson,43,11170,1964,"August 18, 1964",Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees
Lyndon B. Johnson,44,11171,1964,"August 18, 1964",The Canal Zone Merit System and regulations relating to conditions of employment in the Canal Zone
Lyndon B. Johnson,45,11172,1964,"August 19, 1964","Setting aside for the use of the United States certain public lands and other public property located at the Kapalama Military Reservation, Hawaii"
Lyndon B. Johnson,46,11173,1964,"August 20, 1964","Amending Executive Order No. 11073, relating to Federal salary administration"
Lyndon B. Johnson,47,11174,1964,"September 1, 1964",Establishing the Presidential Service Certificate and the Presidential Service Badge
Lyndon B. Johnson,48,11175,1964,"September 2, 1964",Exclusion for original or new Canadian issues as required for international monetary stability
Lyndon B. Johnson,49,11176,1964,"September 3, 1964",Inspection of certain interest equalization tax information returns by the Board of Governors of the Federal Reserve System and the Federal Reserve Banks
